"","read","size","intended_classize","observed_classize","math","degree","income","read.home","internet","likes.math","likes.sci","likes.read"
"94",77.6699981689453,21,21,21,29.86091573257,TRUE,3,FALSE,FALSE,4,4,7
"95",81,21,21,21,94.6563144447282,TRUE,2,FALSE,FALSE,2,6,6
"96",80.9000015258789,22,22,22,56.0449061915278,TRUE,2,FALSE,FALSE,5,3,4
"97",79.6699981689453,22,22,22,10.8484576223418,TRUE,2,FALSE,FALSE,3,1,3
"98",58.2000007629395,22,22,22,64.2272933153436,TRUE,2,TRUE,FALSE,6,5,4
"99",73.7799987792969,22,22,22,43.8810141058639,FALSE,3,TRUE,TRUE,2,7,4
"100",84.8000030517578,22,22,22,93.8174652867019,TRUE,2,FALSE,FALSE,3,1,7
"101",52.3699989318848,22,22,22,84.156827069819,FALSE,2,FALSE,TRUE,6,3,4
"102",81,22,22,22,89.6330920048058,FALSE,2,FALSE,FALSE,5,2,6
"103",77.9499969482422,22,22,22,39.8205383680761,FALSE,2,FALSE,TRUE,4,2,1
"104",75.8600006103516,22,22,22,70.4877353506163,TRUE,1,FALSE,TRUE,2,6,5
"105",79,22,22,22,13.9644402777776,TRUE,2,FALSE,FALSE,3,7,2
"106",69.629997253418,22,22,21,26.4843052951619,FALSE,2,TRUE,FALSE,6,7,6
"107",72.2099990844727,22,22,15,84.301729593426,FALSE,2,TRUE,FALSE,7,4,6
"108",71,22,22,22,42.4215867882594,FALSE,1,FALSE,TRUE,4,3,1
"109",49.3300018310547,22,22,22,30.4338044952601,FALSE,2,TRUE,TRUE,4,4,5
"110",70.9000015258789,23,23,22,63.6658839182928,FALSE,2,FALSE,FALSE,5,4,1
"111",67.8199996948242,23,23,23,78.9987270953134,FALSE,2,FALSE,TRUE,1,7,6
"112",83.7300033569336,23,23,23,87.5266480725259,FALSE,3,FALSE,FALSE,6,2,3
"113",66,23,23,23,46.82484541554,TRUE,2,FALSE,FALSE,5,7,3
"114",88.2099990844727,23,23,23,56.7164811538532,TRUE,3,FALSE,FALSE,2,4,3
"115",85.6500015258789,23,23,24,93.9955197041854,FALSE,1,TRUE,TRUE,3,3,5
"116",85,23,23,23,83.3387162769213,FALSE,2,FALSE,FALSE,7,4,6
"117",72.5699996948242,23,23,23,93.2298247236758,FALSE,2,TRUE,TRUE,4,7,2
"118",78.3199996948242,23,23,23,67.3062267946079,FALSE,3,TRUE,FALSE,4,3,5
"119",80.629997253418,23,23,23,47.2509135259315,FALSE,2,TRUE,FALSE,1,4,6
"120",61.4799995422363,23,23,22,93.7138375360519,FALSE,2,TRUE,FALSE,5,7,4
"121",51.2299995422363,23,23,23,72.4989484064281,TRUE,3,FALSE,FALSE,5,5,7
"122",82.2399978637695,23,23,23,77.9941803775728,FALSE,2,TRUE,FALSE,4,6,2
"123",69.5,23,23,23,62.702628527768,TRUE,2,TRUE,FALSE,2,2,6
"124",65.8300018310547,23,23,23,12.616858095862,TRUE,2,TRUE,FALSE,6,4,1
"125",84.8899993896484,23,23,23,25.6536078406498,FALSE,2,TRUE,FALSE,1,5,7
"126",84.2300033569336,24,24,24,13.5274741798639,TRUE,2,TRUE,FALSE,2,1,5
"127",68.9000015258789,24,24,24,5.27731894981116,FALSE,3,TRUE,TRUE,6,4,7
"128",82.6699981689453,24,24,24,19.7822165908292,FALSE,3,TRUE,TRUE,1,4,6
"129",68.879997253418,24,24,24,34.6815227065235,TRUE,2,TRUE,TRUE,4,2,1
"130",64.0500030517578,24,24,24,57.7561345882714,TRUE,2,TRUE,TRUE,2,7,7
"131",73.2600021362305,24,24,24,16.6277539450675,TRUE,2,FALSE,FALSE,3,6,6
"132",65,24,24,24,15.9432996064425,TRUE,3,TRUE,TRUE,5,4,3
"133",63.0999984741211,24,24,24,71.1841389536858,TRUE,2,TRUE,TRUE,1,2,6
"134",69.4599990844727,24,24,24,89.7082439856604,TRUE,3,TRUE,FALSE,1,3,7
"135",88.1999969482422,24,24,24,47.1618129871786,FALSE,2,FALSE,FALSE,1,5,4
"136",58.6500015258789,24,24,24,78.6697942530736,FALSE,2,FALSE,FALSE,5,2,5
"137",76.1800003051758,24,24,12,4.83576832339168,TRUE,2,FALSE,TRUE,4,6,5
"138",87.1699981689453,24,24,24,81.9117552600801,FALSE,2,TRUE,TRUE,4,6,6
"139",71,24,24,23,98.4034307301044,TRUE,1,FALSE,FALSE,7,4,2
"140",74,24,24,24,88.4133949875832,TRUE,2,TRUE,TRUE,4,4,6
"141",63,25,25,25,65.2659763582051,FALSE,2,FALSE,FALSE,7,1,2
"142",80.6999969482422,25,25,26,12.7983407117426,FALSE,2,FALSE,FALSE,5,7,4
"143",74.5299987792969,25,25,21,76.6660175751895,TRUE,1,FALSE,FALSE,5,2,3
"144",59,25,25,25,54.8863910138607,FALSE,3,TRUE,FALSE,2,4,5
"145",50.8600006103516,25,25,26,2.16651742812246,FALSE,1,TRUE,TRUE,4,3,5
"146",75.7300033569336,25,25,25,8.02414482459426,FALSE,1,TRUE,TRUE,7,5,7
"147",82,25,25,25,11.1685490002856,FALSE,1,TRUE,FALSE,2,2,7
"148",57.5900001525879,25,25,25,2.83318508882076,FALSE,2,FALSE,TRUE,3,3,2
"149",78.5,26,26,26,8.2414565840736,FALSE,1,FALSE,FALSE,1,5,2
"150",71.1399993896484,26,26,26,98.5064785461873,FALSE,1,FALSE,TRUE,5,4,3
"151",60,26,26,26,83.6499274941161,FALSE,2,FALSE,FALSE,3,3,5
"152",69.0400009155273,26,26,26,91.5728241903707,TRUE,3,FALSE,TRUE,1,3,5
"153",46,27,27,9,63.6077118571848,FALSE,2,FALSE,TRUE,4,3,6
"154",74.8899993896484,27,27,27,4.39887186512351,TRUE,2,TRUE,FALSE,5,6,5
"155",62.5400009155273,27,27,14,51.2781286379322,TRUE,2,FALSE,FALSE,4,3,3
"156",69.5299987792969,27,27,25,1.06081934645772,FALSE,2,FALSE,TRUE,4,4,7
"157",81,27,27,27,9.87331226933748,FALSE,2,TRUE,FALSE,1,3,4
"158",85.7699966430664,27,27,27,80.7233675615862,FALSE,2,FALSE,TRUE,3,5,1
"159",79.3600006103516,27,27,27,44.317962997593,TRUE,1,TRUE,FALSE,5,5,2
"160",77,27,27,27,30.6795114185661,TRUE,3,FALSE,FALSE,5,6,2
"161",79.9199981689453,27,27,27,7.04576498828828,TRUE,2,FALSE,FALSE,2,7,6
"162",69.7300033569336,27,27,27,58.5598651552573,TRUE,2,FALSE,TRUE,4,2,2
"163",54.6699981689453,27,27,13,82.2537460597232,FALSE,1,TRUE,TRUE,2,6,2
"164",72.1900024414062,27,27,27,55.3458422422409,TRUE,2,FALSE,FALSE,1,1,1
"165",85.879997253418,27,27,27,10.0650733336806,TRUE,3,FALSE,FALSE,5,7,3
"166",56.75,28,28,20,82.1712364209816,FALSE,2,TRUE,TRUE,4,2,6
"167",73.879997253418,28,28,28,58.9146287413314,TRUE,1,TRUE,FALSE,4,6,6
"168",81.2600021362305,28,28,28,80.3112499648705,FALSE,1,FALSE,TRUE,3,3,4
"169",57.5900001525879,28,28,28,74.9961561290547,TRUE,2,TRUE,TRUE,5,4,6
"170",79,28,28,28,70.2847987180576,FALSE,2,FALSE,FALSE,5,2,6
"171",76.620002746582,28,28,28,69.5157578215003,TRUE,3,FALSE,FALSE,5,1,5
"172",67.5599975585938,28,28,28,39.5595970097929,FALSE,1,FALSE,TRUE,5,6,7
"173",68.2200012207031,28,28,28,70.460604224354,FALSE,1,TRUE,FALSE,7,4,5
"174",71.5699996948242,28,28,28,12.4244656180963,FALSE,2,TRUE,TRUE,5,2,6
"175",73.6100006103516,28,28,28,63.2787521928549,FALSE,3,TRUE,TRUE,4,2,7
"176",66.879997253418,28,28,28,30.0484739942476,FALSE,3,TRUE,FALSE,3,2,2
"177",73.879997253418,28,28,28,5.71800565812737,TRUE,1,TRUE,FALSE,2,3,6
"178",71.5,28,28,28,23.57857178431,FALSE,3,TRUE,TRUE,6,7,4
"179",68,28,28,22,56.0337752336636,FALSE,3,FALSE,FALSE,1,3,5
"180",86.0800018310547,28,28,28,66.0979702137411,FALSE,1,TRUE,FALSE,7,2,4
"181",80,29,29,29,75.0967440195382,FALSE,2,FALSE,TRUE,4,1,3
"182",78,29,29,21,42.4106738297269,TRUE,3,FALSE,FALSE,5,6,5
"183",66,29,29,29,59.6827452769503,FALSE,1,TRUE,TRUE,7,3,5
"184",80,29,29,29,79.0646740468219,TRUE,2,TRUE,TRUE,1,5,4
"185",87.8600006103516,29,29,29,95.7918271422386,FALSE,3,TRUE,TRUE,5,7,3
"186",85.379997253418,29,29,29,83.959227357991,TRUE,2,TRUE,FALSE,2,1,7
"187",78.0299987792969,29,29,29,64.8165723774582,TRUE,1,TRUE,FALSE,4,3,1
"188",63.8400001525879,29,29,29,68.8880926463753,FALSE,3,FALSE,FALSE,4,6,7
"189",75.5199966430664,29,29,29,54.325960134156,FALSE,2,TRUE,FALSE,7,3,6
"190",64.9300003051758,29,29,29,32.4253688333556,TRUE,3,FALSE,FALSE,7,2,2
"191",84.0599975585938,30,30,30,7.6038959203288,FALSE,3,FALSE,FALSE,3,5,7
"192",83.1100006103516,30,30,30,46.4509974000975,FALSE,2,TRUE,TRUE,6,4,5
"193",74.5899963378906,30,30,30,47.1816489705816,TRUE,2,FALSE,FALSE,6,2,2
"194",72,30,30,20,62.3142196564004,TRUE,1,FALSE,TRUE,2,6,6
"195",54.4500007629395,30,30,29,18.2074994314462,FALSE,1,FALSE,TRUE,3,2,6
"196",78.2099990844727,30,30,30,60.6682186480612,FALSE,2,FALSE,FALSE,5,2,5
"197",61.2799987792969,30,30,29,80.9226722456515,TRUE,2,FALSE,FALSE,7,6,4
"198",77.5599975585938,30,30,30,22.5756030529737,FALSE,2,TRUE,TRUE,2,4,2
"199",75.8499984741211,30,30,30,59.1263853712007,FALSE,1,FALSE,TRUE,1,5,5
"200",78.0699996948242,30,30,30,39.1657478641719,FALSE,2,TRUE,TRUE,2,2,1
"201",66.3300018310547,31,31,23,41.3546559168026,FALSE,2,FALSE,TRUE,6,3,5
"202",90.1399993896484,31,31,31,63.638728694059,FALSE,1,TRUE,FALSE,1,3,2
"203",64,31,31,19,53.4137780079618,FALSE,2,FALSE,FALSE,2,4,6
"204",67.6999969482422,31,31,31,16.6008189087734,TRUE,3,TRUE,TRUE,5,3,1
"205",58,31,31,31,66.6083072312176,TRUE,2,TRUE,TRUE,7,5,5
"206",57,31,31,31,85.9022258315235,FALSE,1,FALSE,TRUE,7,3,2
"207",84.2300033569336,31,31,31,3.14353986177593,TRUE,1,TRUE,FALSE,6,6,4
"208",66,32,32,32,92.7716467529535,FALSE,2,TRUE,FALSE,6,4,2
"209",62.2900009155273,32,32,20,91.5819740155712,FALSE,2,TRUE,TRUE,5,2,4
"210",83.5,32,32,32,31.2166302930564,TRUE,2,FALSE,FALSE,6,6,2
"211",82.5899963378906,32,32,32,13.6759155895561,TRUE,3,TRUE,FALSE,6,5,4
"212",75.6999969482422,32,32,32,35.4135188274086,TRUE,2,TRUE,TRUE,4,5,2
"213",85.2300033569336,32,32,32,10.348705155775,TRUE,2,TRUE,TRUE,3,6,3
"214",77.0999984741211,32,32,32,1.26763894222677,TRUE,2,TRUE,FALSE,4,3,6
"215",75.629997253418,32,32,34,81.4801121829078,TRUE,2,TRUE,TRUE,4,5,6
"216",73.9700012207031,32,32,32,56.2908940948546,FALSE,3,TRUE,TRUE,1,4,4
"217",84,33,33,33,22.0297844149172,TRUE,3,FALSE,TRUE,2,4,6
"218",76.370002746582,33,33,33,94.9185592588037,FALSE,3,FALSE,TRUE,4,4,6
"219",74.1399993896484,33,33,24,79.0377518860623,TRUE,2,TRUE,FALSE,2,5,3
"220",64.4400024414062,33,33,11,35.4352669557557,TRUE,2,TRUE,TRUE,1,5,5
"221",76.1600036621094,33,33,33,2.58182503748685,TRUE,2,TRUE,FALSE,6,7,7
"222",65.75,33,33,22,31.4086718251929,TRUE,2,TRUE,FALSE,2,3,6
"223",86.4800033569336,33,33,33,85.3137298021466,FALSE,3,FALSE,TRUE,4,2,5
"224",79.3899993896484,33,33,33,17.6424986450002,FALSE,3,TRUE,TRUE,5,5,6
"225",64,33,33,22,92.390397307463,FALSE,2,FALSE,FALSE,6,5,5
"226",79.7900009155273,34,34,34,20.5736750504002,TRUE,1,FALSE,FALSE,5,4,4
"227",65.2200012207031,34,34,14,52.943185553886,TRUE,2,FALSE,TRUE,5,4,4
"228",82.6900024414062,34,34,34,75.4138563293964,FALSE,2,TRUE,TRUE,6,6,3
"229",80,34,34,34,15.8920770976692,FALSE,2,FALSE,TRUE,7,3,4
"230",71.6500015258789,34,34,34,72.3897589370608,TRUE,2,TRUE,FALSE,2,6,3
"231",68.0299987792969,34,34,34,98.7079977057874,TRUE,3,TRUE,FALSE,1,4,4
"232",71.8199996948242,34,34,34,55.3438662551343,TRUE,1,FALSE,FALSE,2,5,2
"233",54,34,34,15,3.04045332595706,FALSE,3,TRUE,FALSE,5,3,7
"234",65,34,34,23,92.7163146203384,FALSE,1,TRUE,FALSE,1,2,1
"235",69.7600021362305,34,34,27,30.1585147390142,FALSE,2,TRUE,TRUE,3,4,4
"236",76.4499969482422,34,34,20,60.0888926070184,TRUE,3,TRUE,TRUE,5,2,6
"237",58.8400001525879,34,34,34,68.3842458063737,TRUE,1,FALSE,FALSE,6,2,6
"238",60.560001373291,35,35,21,77.5175445713103,TRUE,3,TRUE,FALSE,2,4,7
"239",68,35,35,35,72.6735186763108,FALSE,3,FALSE,TRUE,3,3,1
"240",84,35,35,25,66.8935244204476,TRUE,3,TRUE,FALSE,6,2,6
"241",65,35,35,37,28.5557324532419,TRUE,2,TRUE,FALSE,6,5,6
"242",52,35,35,14,88.7946548173204,TRUE,3,TRUE,FALSE,3,6,4
"243",74.7200012207031,35,35,35,62.0669873664156,FALSE,1,FALSE,FALSE,5,5,3
"244",73,35,35,35,16.9340984197333,FALSE,2,FALSE,TRUE,4,5,6
"245",74.2600021362305,35,35,25,56.3106229761615,FALSE,2,FALSE,FALSE,3,2,5
"246",78.3099975585938,35,35,35,72.8779587429017,FALSE,2,TRUE,FALSE,3,2,6
"247",78.0699996948242,35,35,35,24.6690861647949,FALSE,1,TRUE,FALSE,3,5,2
"248",72.2099990844727,35,35,35,27.3983892519027,TRUE,3,FALSE,FALSE,2,3,5
"249",51,36,36,20,98.8308960339054,FALSE,3,TRUE,FALSE,4,7,1
"250",83.3199996948242,36,36,23,0.175611069425941,FALSE,3,TRUE,TRUE,4,5,6
"251",64.5699996948242,36,36,34,23.133695172146,FALSE,2,TRUE,FALSE,6,2,3
"252",85.0500030517578,36,36,39,13.4968865895644,FALSE,2,TRUE,FALSE,7,3,3
"253",64.1100006103516,36,36,18,70.1314608799294,TRUE,2,FALSE,TRUE,1,2,4
"254",54.0699996948242,36,36,16,25.4249214893207,FALSE,1,TRUE,TRUE,4,6,3
"255",77.6600036621094,36,36,36,81.9855521433055,TRUE,2,FALSE,TRUE,3,4,3
"256",58.0699996948242,36,36,43,20.1174753019586,FALSE,3,FALSE,FALSE,3,4,2
"257",67.8899993896484,36,36,18,91.5929354261607,TRUE,2,FALSE,FALSE,3,3,6
"258",71.7799987792969,37,37,37,88.4742252994329,TRUE,2,FALSE,TRUE,6,6,7
"259",75.4700012207031,37,37,22,74.5913445251063,FALSE,2,FALSE,FALSE,4,4,2
"260",78.379997253418,37,37,26,31.0907038394362,FALSE,1,FALSE,TRUE,3,2,2
"261",73.1800003051758,37,37,25,49.425894767046,TRUE,2,TRUE,FALSE,2,2,6
"262",54.6699981689453,37,37,15,24.9238034943119,TRUE,3,TRUE,FALSE,6,6,4
"263",63.998420715332,37,37,22,82.4640797683969,TRUE,2,FALSE,TRUE,5,3,2
"264",63.6500015258789,37,37,37,14.6057379664853,TRUE,1,FALSE,TRUE,4,2,2
"265",60.6474990844727,37,37,15,72.9595403885469,TRUE,1,TRUE,TRUE,3,4,6
"266",78.6900024414062,37,37,37,69.7526418836787,TRUE,1,FALSE,TRUE,6,6,2
"267",70.1100006103516,38,38,19,81.8038909463212,TRUE,1,FALSE,TRUE,3,3,1
"268",66.8300018310547,38,38,38,64.1928498400375,TRUE,2,TRUE,TRUE,6,6,4
"269",75.3399963378906,38,38,38,18.6376031721011,FALSE,2,FALSE,TRUE,7,5,7
"270",56.560001373291,38,38,38,52.8665063437074,TRUE,3,FALSE,TRUE,5,2,2
"271",64.8499984741211,38,38,39,22.0685595180839,FALSE,1,TRUE,FALSE,7,7,1
"272",73.8899993896484,38,38,19,16.1017453530803,FALSE,2,FALSE,FALSE,4,6,6
"273",71,38,38,38,32.4396486161277,FALSE,2,FALSE,FALSE,6,2,4
"274",83.6500015258789,38,38,38,74.3064843118191,FALSE,3,FALSE,FALSE,7,1,5
"275",34.7999992370605,38,38,26,88.8956028036773,FALSE,3,FALSE,FALSE,3,7,6
"276",81.5100021362305,38,38,38,94.0087909111753,TRUE,2,TRUE,FALSE,7,6,5
"277",46.6699981689453,39,39,14,65.0795068126172,FALSE,3,FALSE,FALSE,2,3,4
"278",68.9400024414062,39,39,38,20.1892878860235,TRUE,2,TRUE,TRUE,1,7,7
"279",74.0800018310547,39,39,39,74.7345311800018,TRUE,3,FALSE,FALSE,2,6,4
"280",73.1100006103516,39,39,39,48.4183721709996,TRUE,2,TRUE,FALSE,6,5,6
"281",76.0899963378906,39,39,39,61.6801840486005,FALSE,1,FALSE,TRUE,2,3,7
"282",73.7099990844727,39,39,19,58.2151101436466,TRUE,3,TRUE,FALSE,1,3,4
"283",79.6399993896484,39,39,39,71.6604604851454,FALSE,2,FALSE,TRUE,3,4,4
"284",69.8899993896484,39,39,20,19.0171365626156,FALSE,3,FALSE,TRUE,3,6,1
"285",79.3899993896484,39,39,40,68.418266880326,FALSE,1,FALSE,FALSE,2,2,2
"286",47.1800003051758,39,39,25,69.3026058143005,TRUE,3,TRUE,TRUE,6,2,5
"287",73.1461868286133,40,40,22,84.4470250885934,FALSE,1,TRUE,TRUE,6,5,2
"288",60.1800003051758,40,40,40,74.4394764769822,TRUE,2,FALSE,TRUE,4,3,6
"289",52.7700004577637,40,40,40,52.637619455345,TRUE,2,TRUE,FALSE,7,3,2
"290",75.1999969482422,40,40,29,27.9912626370788,FALSE,1,TRUE,FALSE,3,4,1
"291",73.1500015258789,40,40,40,90.1023464510217,FALSE,2,FALSE,TRUE,7,4,1
"292",66.5999984741211,40,40,20,4.75804407615215,TRUE,2,FALSE,TRUE,5,7,3
"293",65.0500030517578,40,40,20,30.5591890122741,TRUE,1,FALSE,TRUE,4,4,7
"294",77.2900009155273,40,40,18,54.6101024374366,TRUE,2,TRUE,FALSE,3,7,2
"295",67.9700012207031,40,40,40,48.6212658928707,FALSE,2,FALSE,FALSE,5,7,5
"296",69.4100036621094,41,20.5,21,97.4893184611574,FALSE,1,FALSE,TRUE,2,6,3
"297",80.5299987792969,41,20.5,20,75.107877724804,TRUE,1,TRUE,TRUE,2,5,6
"298",55.3199996948242,41,20.5,21,29.9824646441266,TRUE,2,FALSE,TRUE,6,2,5
"299",62.6800003051758,41,20.5,20,2.54140221513808,TRUE,2,TRUE,FALSE,7,3,3
